gene,label
NPHP4,NA
POLR3C,NA
ZNF830,NA
PRDM6,NA
UPF2,NA
FAM210B,0
GUCY1B1,0
GUCY1A1,0
LMBRD2,0
TTF2,NA
AK8,NA
ALKBH3,NA
GPBP1,NA
TMEM14A,NA
CREB3L1,1
DCTD,NA
LSM3,NA
FGFR1OP2,0
FFAR3,NA
RNF10,NA
VARS2,NA
PHF21A,NA
NUF2,NA
CDK14,NA
RIOX2,0
NPM2,NA
PTPRJ,NA
TNNI1,NA
SHKBP1,NA
CLIC3,NA
SCML4,0
DSN1,NA
KRTAP26-1,0
TMEM252,0
ARRDC3,NA
EXOC8,NA
GKAP1,NA
RPGRIP1L,NA
TRAPPC6A,NA
UHRF1,1
ZNF333,NA
ANKRD1,NA
MYL1,NA
TCF25,NA
INSM1,NA
ARID1A,1
LRCH4,0
VPS26B,NA
ARL8B,NA
DENND4C,0
GIP,NA
DHX16,NA
LIN9,NA
EIF4ENIF1,NA
SH3D19,NA
IKZF4,NA
PSMB1,NA
JAKMIP1,NA
TYRP1,NA
RHOU,NA
CIC,1
HAUS8,NA
ZNF526,NA
SLC41A1,NA
ANKS1B,NA
XRCC2,NA
ZNF212,NA
UNC45A,NA
GSTK1,NA
KCTD16,NA
NPEPPS,NA
CRTC2,NA
RAB13,NA
KLF15,NA
NDUFAF3,NA
CDA,NA
SSX3,NA
DLX3,NA
SLC35C2,0
GRXCR1,NA
TRIL,NA
RPL9,NA
HNRNPA1,NA
MARF1,NA
CUX1,1
BROX,0
CHMP4B,NA
USP16,NA
CRMP1,NA
GGA3,NA
LRRK2,NA
DNM1L,NA
RASSF5,NA
METTL17,NA
LZTS1,NA
SUOX,NA
CTAG1A,NA
TNPO2,NA
CTAG1B,NA
OR7A10,0
UBL4B,NA
TSFM,NA
PCBD1,NA
HNF1B,NA
OBSCN,NA
CHCHD2,NA
SYAP1,0
CNTROB,NA
ZC3HAV1,NA
KRTAP4-5,NA
RBM12,NA
BACH2,NA
MAFK,NA
TCAP,NA
HSPB3,NA
MED12L,NA
RTN4R,NA
BBS1,NA
ARL6,NA
NRXN3,NA
HTR6,NA
EVI5,NA
GINS4,NA
GINS2,NA
STAM2,NA
PLEKHB2,0
MUTYH,1
POLL,NA
TRPC3,NA
SSMEM1,0
AQP10,NA
SCN3B,NA
PRPF3,NA
NCAPH2,NA
ZNF552,0
PEX3,NA
POP5,NA
MED19,NA
KAT6B,1
TMEM86B,NA
DNAJC5,NA
TTN,NA
SLC35B1,NA
ZNF446,0
ZNF24,NA
FIBCD1,NA
MYPOP,NA
DNAL4,NA
FAM110C,NA
MSRB3,NA
ARID1B,1
VMA21,NA
NIPAL3,0
NUTF2,0
RBM17,NA
TRIM3,NA
HGD,NA
CYP4F2,NA
DHRS2,NA
MFSD4B,NA
BGN,NA
VRK2,NA
MED25,NA
LIN37,0
NUP50,NA
FNDC3B,NA
ZMYND19,NA
PGRMC2,NA
SMPD2,NA
TMEM60,0
TMCO5A,0
PRPH,NA
KRT27,NA
ZNF136,NA
IP6K3,0
EIF2S3,NA
ZNF440,0
ZNF330,NA
NREP,0
ADIPOQ,NA
TBCE,NA
ATN1,NA
CINP,NA
FXYD6,NA
SLC47A1,NA
RPP25,0
ANP32E,NA
SLC2A5,NA
COG6,NA
TXNDC12,NA
MED29,NA
GLIS2,NA
KATNB1,NA
CCN2,0
BCL2L15,0
PAX6,NA
PTPN9,NA
SYNPO,NA
ZNF449,NA
AURKC,NA
SEPT14,NA
SEPT2,NA
PEF1,NA
AGAP2,NA
LCE5A,NA
LCE2C,NA
AAGAB,NA
AP1S3,NA
TCF15,NA
TMEM179B,0
SERP2,0
MMS19,NA
VAMP5,NA
SNX15,NA
APTX,NA
FAM9A,NA
SH3GLB2,0
U2AF1L5,0
AASDHPPT,NA
HOOK1,NA
DUPD1,0
ASPA,NA
KPRP,NA
GNE,NA
PAX7,1
GNPDA1,NA
ZNF76,NA
GYPC,NA
TEKT5,0
AMER1,1
ORMDL3,NA
ROM1,NA
ING5,NA
VTA1,0
NCALD,NA
GP9,NA
ZBTB9,0
DALRD3,0
DUSP1,NA
MTERF1,0
TESK1,NA
EXOC5,NA
HSPBAP1,0
PTN,NA
PLP1,NA
MYOZ3,NA
ZBTB14,0
IQCB1,NA
BBS5,NA
WFS1,NA
SYBU,0
PLCB1,NA
ZBTB48,NA
BNIP1,NA
HMOX1,NA
HSPA6,NA
TBC1D1,NA
STRN3,NA
MFSD6,NA
NDUFAB1,NA
TPRKB,NA
SF3A2,NA
GNG8,0
CXCR5,NA
SYNJ1,NA
WIPF2,NA
VGLL1,NA
IVD,NA
GSC2,NA
CERCAM,NA
PSMD9,NA
MKLN1,NA
TP53BP2,NA
XPNPEP1,NA
CCP110,NA
NCAPG2,NA
ANKRD28,NA
ABCF2,NA
MAN1A2,NA
MAB21L2,NA
EXOSC2,NA
ZNF408,NA
CEP152,NA
FOXN3,NA
ZNF587,0
ZKSCAN8,0
EXOSC7,NA
TDO2,NA
NOTO,0
ZHX3,NA
PTH1R,0
CDC42BPA,NA
NADSYN1,NA
SSR3,NA
TOPORS,NA
ZNF490,0
IPO4,0
MEMO1,NA
ISCU,NA
MTDH,NA
EMSY,NA
MPG,NA
HLA-A,1
PLEKHF2,NA
BOLL,NA
GINS3,NA
STT3A,NA
DEAF1,NA
INTS1,NA
TEX37,0
FGF12,NA
SLC38A7,NA
PANX1,NA
CEP76,NA
LSM6,NA
CLCNKA,NA
TRAPPC2,NA
UQCC2,NA
CCR10,NA
TIA1,NA
ZSCAN32,0
TMEM176A,0
ZBTB21,NA
SUN2,NA
LAP3,0
ZNF79,NA
ASCL3,0
PAICS,NA
ZSCAN29,0
PBXIP1,0
ATF5,NA
JPH3,NA
RAB1A,0
RNF115,0
CAB39,NA
MFSD14B,0
YIPF2,NA
PALLD,NA
ARL1,NA
WASHC3,0
AP1G1,NA
TMPRSS4,NA
RHBDD2,NA
NAALAD2,NA
PSMD14,NA
FBXW4,NA
NFKBID,0
SLC1A1,NA
NACC1,NA
PPM1D,1
P2RX6,0
BLOC1S6,NA
RABGEF1,NA
ADRA1B,NA
NDUFV2,NA
SENP3,NA
MEOX2,NA
ZNF423,NA
DDIT4,NA
ZNF417,0
ZBTB10,0
TRIM5,NA
CEACAM6,NA
ZBTB33,NA
CCDC115,NA
VPS9D1,0
RAD51D,NA
CCDC88B,NA
H2AFX,0
ZFPL1,0
RAB3IP,0
AP1M1,NA
SRM,NA
OGT,NA
ZBED1,NA
MKKS,NA
DLGAP2,NA
ARL6IP6,NA
CALD1,NA
HIST1H2AM,NA
HIST1H2AK,NA
HIST1H2AI,NA
HIST1H2AL,NA
HIST1H2AG,NA
DYNLL2,NA
MS4A4A,NA
TRIP10,NA
TMEM147,NA
CRYAB,NA
HSPB8,NA
CDKN3,NA
MTNR1B,NA
SLC4A7,NA
SNRNP35,0
TWIST2,NA
KCNN4,NA
FXYD3,NA
RCOR3,0
PRDM14,NA
GLB1,NA
SMARCAL1,NA
CCDC125,NA
KIF9,NA
KIF3C,NA
COQ8A,0
INTS11,0
INTS9,NA
HRC,NA
SPART,NA
CDX2,1
KCTD4,0
FER,NA
BEST1,NA
GSKIP,NA
NPDC1,NA
PRR13,NA
ZNF398,0
ZNF783,0
FBXO24,NA
GTPBP3,NA
SLC13A4,NA
CRYBA1,NA
UBTD2,NA
BAZ2B,NA
FMO1,NA
AQP2,NA
SLC26A6,NA
PTBP2,NA
PAAF1,0
PDIA4,NA
KRT86,NA
CPSF4,NA
GJB5,NA
S100A1,NA
ABCA3,NA
LAMP3,0
CD53,NA
LY6D,NA
TMEM19,0
LCE4A,NA
LCE2B,NA
MTAP,NA
KRT20,NA
ARPC3,NA
CABYR,NA
ERG28,NA
PKP2,NA
SPTA1,NA
KRT83,NA
AIF1,NA
ZNF266,NA
ELL,1
CEP192,NA
TIMM22,NA
DCTN4,NA
TRIM7,NA
CRYGC,NA
OPA3,NA
VPS11,NA
KRT74,NA
KRT13,NA
ZDHHC15,NA
ADCYAP1R1,NA
STON2,NA
EPS15,1
UBN1,NA
MYOM2,NA
INTS8,NA
MYZAP,0
PPP2R5E,NA
NPFFR1,0
TCP11,NA
SP2,NA
BRMS1,1
BEX2,NA
ADAM22,NA
TINF2,NA
USH2A,NA
USH1C,NA
SPATA2,NA
SCAND1,NA
ZSCAN21,0
CCL2,1
ZNF746,NA
STX12,NA
MFSD5,0
HLA-DQA1,NA
APOBEC3A,NA
HAGH,NA
DUSP21,NA
NR1D2,NA
ERP29,0
SLC16A7,NA
ACSL5,NA
TRIM69,NA
FAXDC2,0
RNF216,NA
ACOT7,NA
RRM1,NA
FEM1C,0
CRIP1,NA
LYVE1,NA
TMEM79,NA
PQLC1,0
PTPRO,NA
ROS1,1
GBP2,NA
TAS2R19,NA
MRPS27,NA
MIP,NA
RAI14,NA
SLC39A2,NA
EDC3,NA
ZNF785,0
ICA1,NA
EIF1AD,0
AQP4,NA
ARL8A,NA
UQCRH,NA
GJA8,NA
STMN4,0
EXOC1,NA
TMED1,NA
PTS,NA
YIF1A,NA
FARS2,NA
FKBP1B,NA
RYR2,NA
CXCL11,NA
CCL26,NA
ABCG2,1
TGM2,NA
HLA-F,NA
KIR3DS1,0
CYTH4,NA
RREB1,NA
SCYL3,NA
ZNF337,0
GLIS3,NA
OCRL,NA
SLU7,0
FOXD4L3,NA
CCL28,NA
NBEAL2,NA
NCAPG,NA
NCAPH,NA
RAB14,NA
ABT1,0
RAD54B,NA
SYTL5,0
RAB27B,NA
CPLX1,NA
KLC3,NA
KLF12,NA
PNKP,NA
BBS7,NA
TRAPPC5,0
SNAPC3,NA
SNAPC1,NA
RTN3,NA
CDIPT,0
DOCK3,NA
RDM1,NA
CNTF,NA
UFL1,NA
CADM1,NA
CRTAM,NA
CDCA8,NA
CHN2,NA
ZSCAN12,NA
CRABP2,NA
MED8,NA
GSTM5,NA
GSTM3,NA
LCE1A,NA
LCE1B,NA
GADD45B,NA
EFHC1,NA
UHRF2,NA
STX5,NA
IFT74,NA
H2AFZ,0
ACTR6,0
MUC7,NA
PRDX3,NA
KRT37,NA
HSPB2,NA
SYTL4,NA
VAPB,NA
PEMT,NA
FOXI1,NA
GIMAP1,NA
HOXA5,NA
CDC5L,NA
ATP5F1B,NA
MACF1,NA
NEK9,NA
TMEM14B,0
KRT9,NA
ZNF792,0
UBQLN4,NA
SYT2,NA
CLK1,NA
NEB,NA
PRRT2,NA
TSSK2,NA
TSEN15,NA
TRAF3IP1,NA
NME8,NA
ORC4,NA
HMGB4,NA
GTF3C5,NA
CBR3,NA
RAB35,NA
RHNO1,NA
PPIF,NA
ODF1,NA
SECISBP2,NA
ATXN7L3,0
ZNF496,NA
STC2,NA
SFMBT2,NA
ABRA,NA
CUTA,NA
SGF29,0
FERD3L,NA
ADCY2,NA
CMTM6,NA
PTP4A3,NA
MRAP2,NA
ISLR2,NA
POLE3,NA
POLE4,NA
KRT3,NA
XPNPEP3,NA
IFI44,NA
JAKMIP2,NA
VAX2,NA
TMEM30B,NA
SCD,NA
ATP13A2,NA
HEG1,NA
KRIT1,0
TAAR9,0
SCYL2,NA
RPIA,NA
SPTSSA,NA
HERPUD2,0
UBE2G2,NA
CPOX,NA
CRLF3,NA
BBS9,0
BEX1,NA
HR,NA
UPK1B,NA
FANCG,1
MYL12A,NA
TMEM50A,NA
LCE1D,NA
VRK1,NA
SOX2,1
TULP3,NA
SRP72,NA
MTERF3,NA
POLR3B,NA
P2RX7,NA
HYAL2,1
TMEM243,NA
PATL1,NA
CHMP2B,NA
TSPAN4,NA
RMI1,NA
RMI2,1
PTPN14,NA
ABCB1,1
LAPTM4B,NA
SLC39A9,0
TM6SF2,NA
DPPA4,NA
FOXR1,1
ZSCAN9,0
TSPAN2,NA
TMEM130,0
DENND1A,NA
BSND,NA
LDLRAP1,NA
MAPRE1,NA
KNSTRN,1
KRTAP12-2,0
TAPBPL,0
HIPK3,NA
HYLS1,NA
TMEM203,NA
FUT3,NA
SYT17,0
NCF4,NA
KCNA2,NA
ARHGEF5,NA
PSMF1,NA
SPAG8,NA
ZNF148,NA
VIP,NA
KCTD3,NA
COX6B2,NA
PROP1,NA
REEP6,NA
FLRT3,NA
RAPGEF2,NA
INIP,NA
DGCR6,NA
GPR137B,0
GUCY2C,NA
PDZD3,NA
PBX4,NA
GCNT1,NA
CAVIN1,NA
MS4A3,NA
RPP14,NA
MRPL57,0
LEUTX,0
C11orf49,0
ISG20L2,NA
ZNF251,0
ZNF124,NA
NUTM1,1
CALCA,NA
EXOC6,NA
TOMM40L,0
SEMA4C,NA
TMEM97,NA
C6orf203,0
MNX1,1
HRH1,NA
MTIF3,0
DLC1,NA
CCL25,NA
SARNP,NA
IER3IP1,NA
GTF2H2C,0
SUV39H1,NA
GTF2H2C_2,0
KIR2DL3,NA
SLC25A17,NA
FAM50B,0
VGLL3,NA
YIPF6,NA
MMD,NA
INPP5K,NA
RORC,NA
CLDN4,NA
CLEC14A,NA
STAR,NA
UBE2A,NA
GGN,NA
NOL12,0
AGO3,0
ZNF768,NA
TLX3,1
FCGR1A,NA
TNMD,NA
C19orf18,0
ZRSR2,1
AGR2,NA
STARD3,NA
SMC5,0
HIST1H1A,NA
CLEC17A,NA
CCNF,NA
ANP32B,0
TLE4,NA
GNPTAB,NA
VANGL1,NA
CD82,1
DZIP3,NA
LYPLA1,NA
EIF3J,NA
SHISAL2A,0
KIF6,NA
ZIC1,NA
ZNF69,NA
EML1,NA
USH1G,0
ZNF317,NA
FTL,NA
PDLIM2,NA
ZNF366,NA
SLC4A4,NA
CA4,NA
APEX2,NA
CBX5,NA
MME,1
NDUFA3,NA
INO80E,0
THRSP,NA
SRRM4,NA
TRIM55,NA
RHOT1,NA
NAPB,NA
ETHE1,NA
ELOVL7,NA
ADGRE2,NA
POLE2,NA
TOE1,NA
SGCG,NA
MC4R,NA
YIPF3,NA
RGS17,0
ELOA2,0
TAF9,NA
MILR1,0
BTNL8,NA
PRDM4,NA
TMBIM4,NA
GNL2,NA
TAF1B,0
DNASE1L3,NA
CLPP,NA
QDPR,NA
RHBDL1,0
ALS2,NA
ANK2,NA
APBB2,NA
KCNA1,NA
HDLBP,NA
UBXN4,NA
SNX12,NA
PLCL2,NA
PCDHA2,NA
CLDN11,NA
CLDN18,0
TFAP4,NA
TSPAN33,NA
ASH2L,NA
P4HA1,NA
P4HA3,NA
CAPN3,NA
NT5E,NA
SFSWAP,NA
NFRKB,NA
ZRANB2,NA
SYNPR,0
DOLK,NA
KIFC1,NA
UTRN,NA
ZKSCAN4,NA
ZKSCAN7,0
KRTAP19-1,0
SF3B4,NA
C9orf78,0
CBFA2T2,NA
GRN,NA
SPACA1,NA
TMEM47,NA
TMEM182,0
CKAP4,0
ADORA2A,NA
ALOX5AP,NA
FH,1
RAB8A,NA
P4HTM,NA
EIF3H,NA
RIC8A,NA
KIF24,NA
LGALS14,0
NECAB1,0
PDZD4,NA
VPS53,NA
GOLGA5,1
ZFP36L2,NA
SLC26A3,NA
VSIR,NA
NUBP2,NA
ABCG1,NA
SNTB1,0
MAPRE2,NA
ZNF57,0
LETMD1,0
USF3,NA
XPO7,NA
LY6G6C,NA
ZNF668,NA
PTPMT1,0
TOMM20,NA
CLINT1,NA
KRT38,NA
SMAGP,0
THOC5,NA
MAEA,NA
CTDSP1,NA
CXXC5,NA
CDCA5,NA
TMEM14C,NA
ACTC1,NA
DNAH8,NA
UBAC1,NA
PPA1,0
CMTM3,NA
MRPL23,0
SFXN5,NA
APOL2,NA
PDE9A,NA
SULT1E1,0
MMAB,NA
MINK1,NA
NXPE2,0
PLSCR3,NA
TMEM187,NA
BRI3,NA
SFT2D2,0
REEP2,NA
ATXN1L,NA
TMEM239,0
NLGN3,NA
RRP12,NA
CEP290,NA
ZFYVE21,NA
TDRD7,NA
ABL2,1
AP3M1,NA
DVL3,NA
URI1,NA
NGLY1,NA
SERTAD3,NA
ZFHX4,NA
ZNF670,0
PTRH1,0
USP10,NA
NADK,NA
TXNDC11,NA
SQLE,NA
LRP10,NA
SIRT3,NA
ZSCAN22,NA
ZNF329,0
ADAM11,NA
ACY3,NA
SRSF11,NA
ZNF439,0
RAVER1,NA
ISX,1
ASF1B,NA
FOXD2,NA
ZNF365,NA
NDE1,NA
SP7,NA
DACT2,NA
PYDC2,NA
RPP30,NA
DERL1,NA
SYNDIG1,NA
NXN,NA
WASF1,NA
GIGYF1,NA
SMG9,0
GNG10,NA
ALG10,NA
PPP1R26,NA
MAN1B1,NA
DDAH2,NA
SLC39A1,NA
HSCB,0
ZFY,NA
KAT14,NA
GATC,NA
QRSL1,NA
UGT1A10,NA
UGT1A6,NA
TTC30B,0
HDDC2,0
XPOT,0
CCDC91,NA
KRT75,NA
MALSU1,NA
AIG1,0
INSIG2,NA
KRT6C,NA
RUNX1T1,1
AHNAK2,NA
BLOC1S3,NA
CYSRT1,0
LATS2,NA
NUP62CL,0
PDLIM1,NA
SYN1,NA
FAM220A,NA
MKI67,1
KIF15,NA
CHMP3,0
TSNARE1,0
PACS1,NA
IGF2R,NA
LDLRAD1,NA
ZNF629,0
UBR2,NA
CAVIN4,NA
NRF1,NA
EXOC3L1,NA
PEX12,NA
FA2H,NA
CNDP2,0
BCCIP,NA
TNFRSF11B,NA
KIF16B,NA
TM4SF18,NA
KIAA1217,NA
EFHD1,NA
ARFIP1,0
PTPRG,NA
LIME1,NA
DGAT2L6,NA
ATP6V0B,NA
MICALL1,0
ZNF438,0
RSL24D1,NA
UPF3B,NA
B3GAT2,0
GNAZ,NA
KRTAP3-3,0
ACTL6B,NA
BANF1,NA
POU3F2,NA
SOX10,NA
NACA,1
DBNL,NA
TMEM259,NA
RASD1,NA
TTBK2,NA
CEP164,NA
ARHGAP31,NA
TADA2A,0
TRAPPC3,NA
CLEC12B,NA
PEX26,NA
RTN1,NA
BRPF3,NA
PPP1R3C,NA
CTNNBL1,NA
XBP1,NA
SLC9A3,NA
MS4A7,NA
BCL2L10,NA
PIP4P2,0
SPAG16,NA
TCHP,NA
POU6F1,NA
VEZF1,NA
ZSCAN26,NA
ALG8,NA
CLRN1,NA
CASKIN1,NA
ARL3,NA
CACNB3,NA
POMC,NA
ARSA,NA
ATP6V1E2,NA
OTOP3,NA
KATNBL1,NA
RAB11FIP2,NA
ZNF572,NA
ZNF837,0
TSPAN12,NA
HCCS,NA
ZNF485,0
ZFP41,0
CHN1,NA
AIF1L,0
NEUROG3,NA
RAD54L,NA
CCDC14,NA
ANKRD26,NA
ZBTB39,0
LEPROTL1,1
RAB33B,NA
UBE2J1,NA
CENPB,NA
VHLL,0
HIST1H2AC,NA
STRADA,NA
HASPIN,0
CYP4F12,NA
CDC42BPG,NA
DNM3,NA
ENPP7,NA
CERS2,NA
LRFN1,NA
ACAA2,NA
ZNF35,NA
MIA,NA
CNOT2,NA
IWS1,NA
HAUS6,NA
HAUS2,NA
OSBPL5,NA
CYP2C9,NA
LCT,NA
PSMA6,NA
PLN,NA
SAPCD2,NA
NXT1,NA
MLLT10,1
THAP6,NA
JPH1,NA
SRSF4,NA
SURF4,NA
DDX41,NA
GPRC5D,NA
LRRC25,NA
CCAR1,NA
DPYSL5,NA
DPYSL2,NA
WLS,NA
CCDC77,0
DDX46,NA
UBXN2A,0
TRO,NA
CACNG7,NA
IP6K2,0
GSTO2,NA
WRB,NA
PF4V1,NA
TMEM52B,0
VWC2L,0
DEFB112,0
NEMP1,NA
THBD,NA
KNL1,1
KCNA6,NA
SPINT1,0
UXT,NA
VPS29,0
TMEM98,NA
BARHL2,NA
SLC35B4,NA
EBAG9,NA
MSGN1,NA
MRGPRX3,NA
PINX1,NA
TSPO2,0
ANAPC2,NA
ALKBH4,NA
ACOT9,NA
MYO16,NA
PARN,NA
MPHOSPH6,NA
EXOSC10,NA
ZNF143,NA
SEPT10,NA
CXCL2,NA
MR1,NA
CDS2,NA
UBXN11,NA
HAS1,NA
HAS3,NA
SHMT1,NA
CISD2,NA
TMEM43,NA
EYA2,NA
C11orf87,0
BRF2,NA
ATP6V1A,NA
AKTIP,NA
KLB,NA
KYAT1,0
TMEM50B,NA
ATG9A,NA
URGCP,NA
PPIP5K2,0
ZNF18,NA
ACP1,NA
UBE4A,NA
FAM214B,0
CST6,NA
LAYN,0
PLPP6,NA
CLIC1,0
BATF,NA
HSPA2,NA
FASTKD3,NA
IMPDH1,NA
ZNF764,0
SNF8,NA
TMED8,0
NDUFA12,NA
MRFAP1,NA
PAM16,NA
XIRP1,0
PCMT1,NA
CCL17,NA
PPP5C,NA
FAR1,NA
TMEM17,NA
MTA1,NA
MRPL40,NA
SIRT6,NA
SNAP23,NA
N4BP3,0
NAV1,NA
CDC26,NA
ZBTB2,NA
RBM42,NA
ZNF581,0
MRGBP,NA
MYL12B,NA
MYH11,1
SYVN1,NA
IP6K1,0
PSMB9,NA
ZNF232,NA
HLCS,NA
SOX5,NA
XPA,1
RFX2,NA
NSG1,0
BSCL2,NA
KRTAP12-3,0
ATP5IF1,0
AP2A2,NA
GARS,NA
CLDN2,NA
BTN2A1,NA
UBASH3B,NA
PLPP2,NA
TM6SF1,NA
ARPC2,NA
HSPA13,0
HOXC9,NA
PAX8,1
HOXB2,NA
PPIL4,NA
THAP7,0
BANF2,NA
RPL35,NA
FNIP1,NA
STX6,NA
SLC39A7,NA
TRH,NA
KCNIP4,NA
TNNC1,NA
SNRPG,NA
SNRPE,NA
TGIF2LY,NA
CDYL2,0
DARS,NA
STX17,NA
LDB1,NA
ISL2,0
TTC8,NA
GGT7,NA
CMBL,NA
KRT79,NA
GTPBP10,NA
C16orf54,0
CDX4,NA
RMDN2,0
KCTD13,NA
PSMB2,NA
PSMB3,NA
RUSC2,NA
LMBR1,NA
ZNF774,0
GEMIN6,NA
STON1,NA
CABLES1,NA
GPR119,NA
IL10RA,NA
LPL,NA
CXCL5,NA
EEA1,NA
STH,NA
ZNF71,NA
MAFG,NA
TRIM22,NA
MAOB,NA
COX20,NA
UIMC1,NA
TBRG4,NA
SPHK2,NA
DENND4A,NA
RPS6KA6,NA
XRN1,NA
METTL18,NA
B3GALT4,NA
AHSG,NA
TCEA3,NA
SLC4A1,NA
NOP16,0
TXNL4B,NA
CYBRD1,0
FLAD1,NA
CLVS2,NA
MYRIP,NA
KRTAP6-1,0
EXOC6B,NA
HSFX1,0
HSFX2,0
UPRT,NA
CENPP,NA
ORAI1,NA
SOAT1,NA
CDC6,NA
DRG1,NA
HOGA1,NA
ODF3,NA
KLHL7,NA
CEP85,0
CDC37L1,NA
LUM,NA
FHL5,NA
FEZF1,NA
GRAMD4,NA
RTRAF,0
KARS,NA
SP6,0
KRTAP10-11,0
MYOM1,NA
LUZP4,NA
MICA,NA
CRIPT,NA
SLC40A1,NA
KRT26,NA
PALB2,1
SLC35A1,NA
F11R,NA
VTI1B,NA
FBXL12,NA
DDX20,NA
COX5A,NA
RARS,NA
NCAPD2,NA
IGFBP4,NA
SSH1,NA
DNPEP,NA
LSMEM2,0
CLASP2,NA
FBXL14,NA
TAF6L,0
G2E3,NA
SYNE2,NA
TRAM1,0
CGN,0
LHFPL2,NA
GJA5,NA
STX18,0
CCNY,NA
RBM3,NA
MRPS6,NA
RFC3,NA
KRT5,NA
ASS1,NA
MLPH,NA
TTR,NA
RGS2,NA
PTPRN,NA
MADD,NA
HYAL3,NA
RNF185,0
RAPGEF4,0
KDM3B,NA
U2SURP,NA
KLK6,NA
PAX2,NA
ANKRD49,0
FKBPL,NA
TMCO1,NA
HMGN1,NA
TM4SF1,NA
DDX11,NA
FRMD6,NA
SMYD1,NA
UBE2K,0
RGS1,NA
MAP3K12,NA
CTXN3,0
ARHGAP17,NA
LIN7C,NA
PPIC,NA
RAI1,NA
CDYL,NA
SRGAP2,NA
DNMBP,NA
MYT1L,NA
UBXN2B,NA
RAD54L2,0
2-Mar,NA
HEXIM2,NA
LAPTM4A,0
GMCL1,0
NGB,NA
MYOZ1,NA
STK24,NA
SLMAP,0
ZBTB18,NA
TMEM45B,0
CACNG1,NA
ZNF397,NA
USP32,NA
BBC3,0
HSPA1L,NA
NOL4,NA
SNAPC5,NA
TIMM44,NA
MC1R,NA
MRAP,NA
CHRDL2,NA
TUBGCP4,NA
KRT4,NA
ZNF83,NA
CTCFL,NA
EXOSC4,NA
APLP1,NA
CNTN4,NA
SLC14A2,NA
ZYX,NA
SERPINH1,NA
HBM,NA
HBG2,NA
KIF1C,NA
RNF146,NA
TNNT1,NA
DCLK1,NA
SLC7A1,NA
LAMTOR1,NA
GSTM4,NA
PAK5,NA
ERO1A,0
HMOX2,NA
VPS25,NA
PPP1R7,NA
GOLGA7,0
MOB1B,0
PTMA,NA
MS4A13,0
ARHGAP19,NA
INTS12,NA
CCL13,NA
RAB5C,NA
USP8,1
SSBP4,NA
MYCN,1
TMEM231,NA
TCTN1,0
CENPH,NA
ZNF264,NA
IVNS1ABP,NA
HSD17B14,NA
MIA3,NA
ZNF23,NA
ETFB,NA
PPP2R5C,NA
SHROOM2,NA
TMEM222,0
TPD52L2,NA
OBSL1,NA
HAUS4,NA
BEX5,NA
SKA1,NA
CCKBR,NA
NTM,NA
ZNF683,NA
AZIN2,NA
OAZ3,NA
PFDN1,NA
VPS16,NA
VPS33A,NA
SEC23A,NA
SATB2,NA
ZSCAN30,0
KIF26A,NA
YARS2,NA
EVI2A,NA
KIR2DS4,NA
ZNF557,0
ATP6V1G2,NA
GRINA,NA
COMMD6,NA
SLC2A3,NA
MAGEC2,NA
NIP7,0
CTSB,NA
EVI2B,NA
DRAM1,NA
KRTAP19-6,0
SIL1,NA
NDUFB7,NA
ZNF461,NA
KMT2B,NA
POLR2G,NA
NDRG2,NA
QKI,1
PLAGL2,NA
RPRD1A,NA
LSM4,NA
GTF2H3,NA
SMC2,NA
CAMKV,NA
TMEM18,NA
MOBP,NA
KRTAP10-6,0
CYB561D2,NA
RAD23B,NA
SCOC,0
OTUD7B,NA
ANKRD46,0
PEX7,NA
TMEM205,NA
MEGF10,NA
NRIP1,NA
TESK2,NA
PHLDB2,NA
B3GNT7,NA
SYT11,0
RHOXF1,NA
DEPTOR,0
DTNB,NA
PTGER4,NA
TMEM161A,0
UBOX5,0
ADGRA2,NA
IGFN1,NA
LHX9,NA
KDM8,NA
SLC50A1,NA
KIF22,NA
NABP1,0
CEP95,0
MX2,NA
HAND2,NA
SEPT11,NA
SLC30A3,NA
MYO6,NA
ATP6V1D,NA
CD177,0
SYT6,NA
POP7,NA
PNPT1,NA
YY1AP1,NA
BTG3,NA
KLHL20,NA
PNPO,NA
LSM10,NA
KRTAP3-1,0
TFE3,1
PCM1,1
ABRAXAS1,0
PSMB6,NA
SNX3,NA
SYTL2,NA
HNRNPCL1,0
SRSF12,0
COX6A1,NA
HSPE1,NA
HIBCH,NA
ZMAT3,0
MLEC,NA
STT3B,NA
MORC2,NA
RALGPS2,NA
NUFIP1,NA
ZNHIT6,0
SOHLH1,NA
UGT1A4,NA
UGT1A9,NA
TMPPE,0
POM121,NA
PSMD8,NA
FAIM,NA
ZNF473,NA
SELENOM,NA
AFF1,1
NKX3-1,1
ZNF394,0
SPP2,NA
CORIN,NA
PHETA1,0
ATP8B4,0
TMEM30A,NA
ATP8B1,NA
ATP8A1,0
NOC4L,NA
FAM162A,NA
RFX1,NA
CIDEB,NA
KRTAP21-2,0
TNS3,NA
CDS1,NA
ATP6V1H,0
ACKR2,NA
FAM186B,0
DOK3,NA
SLC35B2,NA
STRIP2,NA
ATP5PF,0
SUV39H2,NA
C11orf1,0
KCNJ8,NA
HAS2,NA
ESRRB,NA
CARM1,NA
PEX11G,NA
LY6E,NA
TMEM236,0
POLB,NA
SP140,0
RELL2,NA
AKAP6,NA
MYCBP,NA
KIRREL3,NA
